City,Date,PM2.5,PM10,NO,NO2,CO,SO2,O3,AQI,AQI_Bucket
Ahmedabad,2015-09-27,3.59,122.41,11.26,14.17,11.26,9.6,20.38,244.0,Poor
Ahmedabad,2015-09-30,69.12,122.41,8.85,32.41,8.85,15.63,28.45,231.0,Poor
Ahmedabad,2015-10-04,87.18,122.41,7.83,21.51,7.83,6.98,23.17,230.0,Poor
Ahmedabad,2015-10-11,91.41,122.41,5.19,23.45,5.19,25.44,6.25,227.0,Poor
Ahmedabad,2015-10-22,64.66,122.41,4.79,23.83,4.79,34.4,24.76,213.0,Poor
Ahmedabad,2015-10-23,78.14,122.41,10.58,28.93,10.58,44.91,35.56,297.0,Poor
Ahmedabad,2015-10-28,89.64,122.41,5.42,25.75,5.42,44.92,43.04,270.0,Poor
Ahmedabad,2016-06-28,27.29,122.41,9.81,28.12,9.81,1.61,39.26,272.0,Poor
Ahmedabad,2016-06-29,41.43,122.41,10.45,31.82,10.45,1.7,28.05,253.0,Poor
Ahmedabad,2016-06-30,30.16,122.41,10.41,15.99,10.41,1.6,23.76,256.0,Poor
Ahmedabad,2016-07-01,29.42,122.41,9.39,10.11,9.39,1.57,16.42,257.0,Poor
Ahmedabad,2016-07-02,20.87,122.41,9.04,7.49,9.04,1.6,14.27,213.0,Poor
Ahmedabad,2016-07-03,35.08,122.41,8.36,6.52,8.36,1.63,19.44,218.0,Poor
Ahmedabad,2016-07-04,40.23,122.41,8.68,2.79,8.68,1.69,15.16,214.0,Poor
Ahmedabad,2016-07-05,54.25,122.41,8.11,2.78,8.11,1.42,18.46,207.0,Poor
Ahmedabad,2016-07-25,43.71,122.41,8.85,39.95,8.85,15.37,12.31,275.0,Poor
Ahmedabad,2016-08-05,33.93,122.41,5.06,13.41,5.06,19.54,6.16,234.0,Poor
Ahmedabad,2016-08-09,38.06,122.41,6.96,22.63,6.96,14.75,3.47,257.0,Poor
Ahmedabad,2016-08-10,20.19,122.41,10.41,18.13,10.41,15.01,4.9,300.0,Poor
Ahmedabad,2016-08-13,60.18,122.41,8.64,13.25,8.64,15.3,13.19,296.0,Poor
Ahmedabad,2016-08-14,85.1,122.41,8.14,12.91,8.14,14.51,12.45,240.0,Poor
Ahmedabad,2016-08-15,55.55,122.41,8.38,13.45,8.38,16.6,11.84,220.0,Poor
Ahmedabad,2016-08-18,37.68,122.41,6.39,9.49,6.39,16.15,13.7,216.0,Poor
Ahmedabad,2016-08-20,53.5,122.41,12.0,14.19,12.0,16.32,5.48,252.0,Poor
Ahmedabad,2016-08-21,48.24,122.41,10.91,15.52,10.91,16.16,5.98,283.0,Poor
Ahmedabad,2016-08-22,63.27,122.41,8.82,13.23,8.82,24.81,8.68,282.0,Poor
Ahmedabad,2016-08-24,31.15,122.41,8.91,9.94,8.91,21.48,12.97,204.0,Poor
Ahmedabad,2016-08-25,33.76,122.41,9.15,12.22,9.15,17.68,8.36,207.0,Poor
Ahmedabad,2016-08-26,35.95,122.41,10.05,9.75,10.05,16.66,8.61,218.0,Poor
Ahmedabad,2016-08-27,58.07,122.41,10.51,8.67,10.51,21.2,19.87,243.0,Poor
Ahmedabad,2016-08-28,46.04,122.41,9.72,8.75,9.72,17.27,10.35,219.0,Poor
Ahmedabad,2016-08-29,52.27,122.41,10.79,9.23,10.79,19.62,9.14,247.0,Poor
Ahmedabad,2016-08-30,46.68,122.41,10.08,9.3,10.08,17.77,15.97,235.0,Poor
Ahmedabad,2016-08-31,44.59,122.41,10.47,7.39,10.47,17.62,11.2,234.0,Poor
Ahmedabad,2016-09-01,30.81,122.41,9.36,7.86,9.36,17.58,15.72,217.0,Poor
Ahmedabad,2016-09-02,47.67,122.41,9.63,8.39,9.63,16.95,18.89,222.0,Poor
Ahmedabad,2016-09-03,35.69,122.41,9.38,8.14,9.38,16.72,14.63,241.0,Poor
Ahmedabad,2016-09-04,36.44,122.41,9.59,7.07,9.59,17.76,14.99,225.0,Poor
Ahmedabad,2016-09-05,33.83,122.41,10.14,7.82,10.14,17.93,13.9,241.0,Poor
Ahmedabad,2016-09-06,34.23,122.41,10.17,7.14,10.17,18.76,13.79,237.0,Poor
Ahmedabad,2016-09-07,52.15,122.41,10.7,7.15,10.7,16.32,14.67,251.0,Poor
Ahmedabad,2016-09-08,35.99,122.41,9.91,8.65,9.91,19.29,18.16,220.0,Poor
Ahmedabad,2016-09-09,37.93,122.41,9.75,9.2,9.75,19.07,15.42,221.0,Poor
Ahmedabad,2016-09-10,31.94,122.41,9.5,7.84,9.5,16.87,14.27,226.0,Poor
Ahmedabad,2016-09-11,18.04,122.41,7.3,7.02,7.3,15.49,19.0,208.0,Poor
Ahmedabad,2016-09-13,36.51,122.41,10.07,10.68,10.07,18.22,22.56,250.0,Poor
Ahmedabad,2016-09-14,55.71,122.41,11.17,12.86,11.17,17.75,21.14,280.0,Poor
Ahmedabad,2016-09-16,53.94,122.41,10.01,12.54,10.01,18.85,24.79,249.0,Poor
Ahmedabad,2016-09-17,49.34,122.41,9.75,8.67,9.75,15.82,26.39,213.0,Poor
Ahmedabad,2016-09-22,39.43,122.41,12.67,10.1,12.67,16.95,11.63,268.0,Poor
Ahmedabad,2016-09-23,42.33,122.41,11.31,9.31,11.31,19.61,15.38,267.0,Poor
Ahmedabad,2016-09-24,26.75,122.41,9.8,6.77,9.8,19.37,17.5,216.0,Poor
Ahmedabad,2016-09-25,34.16,122.41,9.66,5.46,9.66,18.59,17.44,212.0,Poor
Ahmedabad,2016-09-26,30.07,122.41,9.82,5.73,9.82,18.28,17.65,214.0,Poor
Ahmedabad,2016-09-27,25.54,122.41,9.5,5.56,9.5,15.28,16.47,222.0,Poor
Ahmedabad,2016-09-28,38.47,122.41,10.63,5.7,10.63,17.44,17.34,216.0,Poor
Ahmedabad,2016-09-29,42.55,122.41,10.36,6.59,10.36,17.85,20.24,236.0,Poor
Ahmedabad,2016-09-30,38.1,122.41,10.2,7.04,10.2,18.46,16.83,225.0,Poor
Ahmedabad,2016-10-01,27.22,122.41,12.02,6.34,12.02,17.38,12.94,231.0,Poor
Ahmedabad,2016-10-02,41.81,122.41,10.75,9.77,10.75,18.03,22.44,298.0,Poor
Ahmedabad,2016-10-03,75.03,122.41,11.23,9.47,11.23,17.61,41.28,267.0,Poor
Ahmedabad,2016-10-04,80.83,122.41,11.485,7.93,11.485,13.79,30.83,236.0,Poor
Ahmedabad,2016-10-09,86.63,122.41,11.74,6.39,11.74,9.97,20.38,267.0,Poor
Ahmedabad,2016-10-10,70.34,122.41,11.25,7.1,11.25,12.49,20.13,232.0,Poor
Ahmedabad,2016-10-11,50.49,122.41,10.91,5.04,10.91,13.29,22.39,229.0,Poor
Ahmedabad,2016-10-12,42.25,122.41,11.07,6.55,11.07,9.61,24.3,227.0,Poor
Ahmedabad,2016-10-13,48.23,122.41,11.09,9.01,11.09,18.51,18.52,236.0,Poor
Ahmedabad,2016-10-19,83.57,122.41,7.8,10.61,7.8,19.72,30.68,213.0,Poor
Ahmedabad,2016-10-20,75.41,122.41,12.23,11.07,12.23,26.31,37.64,263.0,Poor
Ahmedabad,2016-10-23,76.96,122.41,6.95,9.04,6.95,28.44,41.7,236.0,Poor
Ahmedabad,2016-10-25,72.52,122.41,7.31,9.14,7.31,28.08,32.65,230.0,Poor
Ahmedabad,2016-10-26,109.22,122.41,11.05,13.21,11.05,60.04,33.06,278.0,Poor
Ahmedabad,2017-11-17,143.07,122.41,5.85,73.39,5.85,132.05,42.6,291.0,Poor
Ahmedabad,2017-12-03,58.62,122.41,5.49,61.64,5.49,88.67,86.71,205.0,Poor
Ahmedabad,2017-12-07,74.08,122.41,7.19,57.73,7.19,45.02,40.27,215.0,Poor
Ahmedabad,2017-12-08,62.76,122.41,5.58,62.02,5.58,74.08,83.18,284.0,Poor
Ahmedabad,2017-12-12,52.15,122.41,15.98,65.44,15.98,86.58,58.81,295.0,Poor
Ahmedabad,2017-12-15,86.9,122.41,7.54,76.2,7.54,105.41,72.02,250.0,Poor
Ahmedabad,2017-12-16,77.34,122.41,6.33,61.41,6.33,102.44,75.64,232.0,Poor
Ahmedabad,2017-12-21,72.04,122.41,7.78,73.92,7.78,114.05,73.53,246.0,Poor
Ahmedabad,2017-12-22,67.44,122.41,5.95,62.74,5.95,99.05,93.19,216.0,Poor
Ahmedabad,2018-01-01,84.46,122.41,7.58,87.62,7.58,102.36,69.02,278.0,Poor
Ahmedabad,2018-01-02,76.51,122.41,9.26,76.69,9.26,103.46,93.51,256.0,Poor
Ahmedabad,2018-01-03,63.88,122.41,13.87,69.32,13.87,70.3,105.33,300.0,Poor
Ahmedabad,2018-01-09,66.89,122.41,5.86,92.57,5.86,89.53,68.56,216.0,Poor
Ahmedabad,2018-03-01,54.45,122.41,8.51,116.22,8.51,167.13,9.36,291.0,Poor
Ahmedabad,2018-03-03,41.64,122.41,13.79,104.44,13.79,109.4,63.12,212.0,Poor
Ahmedabad,2018-04-04,62.83,122.41,21.11,68.69,21.11,67.09,71.3,265.0,Poor
Ahmedabad,2018-04-20,71.3,122.41,7.93,35.8,7.93,63.28,34.83,274.0,Poor
Ahmedabad,2018-04-21,37.9,122.41,4.96,31.24,4.96,16.31,34.76,210.0,Poor
Ahmedabad,2018-04-29,39.97,122.41,7.15,32.39,7.15,30.7,36.08,219.0,Poor
Ahmedabad,2018-05-02,46.17,122.41,10.7,30.48,10.7,51.35,27.9,286.0,Poor
Ahmedabad,2018-05-04,41.81,122.41,8.66,27.69,8.66,36.92,30.113333333333333,249.0,Poor
Ahmedabad,2018-05-07,41.04,122.41,7.56,28.36,7.56,54.07,32.32666666666667,228.0,Poor
Ahmedabad,2018-05-08,49.71,122.41,9.59,28.6,9.59,53.54,34.54,266.0,Poor
Ahmedabad,2018-05-09,44.75,122.41,10.25,28.9,10.25,65.8,28.02,257.0,Poor
Ahmedabad,2018-05-12,44.79,122.41,7.28,32.12,7.28,74.84,37.9,222.0,Poor
Ahmedabad,2018-05-14,49.07,122.41,8.51,30.74,8.51,88.3,27.48,272.0,Poor
Ahmedabad,2018-05-15,46.06,122.41,7.07,27.6,7.07,59.55,32.54,232.0,Poor
Ahmedabad,2018-05-16,52.82,122.41,9.88,28.48,9.88,73.73,27.07,247.0,Poor
Ahmedabad,2018-05-17,53.39,122.41,6.91,30.28,6.91,56.45,31.93,254.0,Poor
Ahmedabad,2018-05-18,59.44,122.41,6.67,31.77,6.67,86.73,38.54,236.0,Poor
Ahmedabad,2018-05-19,71.01,122.41,7.69,38.17,7.69,106.62,24.78,273.0,Poor
Ahmedabad,2018-05-20,59.98,122.41,8.89,31.95,8.89,97.46,42.36,273.0,Poor
Ahmedabad,2018-05-21,50.7,122.41,8.58,33.44,8.58,27.74,59.94,256.0,Poor
Ahmedabad,2018-05-22,69.87,122.41,6.96,34.82,6.96,16.35,40.76,217.0,Poor
Ahmedabad,2018-05-23,61.53,122.41,10.41,42.53,10.41,17.94,48.3,291.0,Poor
Ahmedabad,2018-06-04,50.27,122.41,9.53,46.15,9.53,43.76,27.599999999999998,280.0,Poor
Ahmedabad,2018-06-05,51.54,122.41,13.48,51.04,13.48,37.58,6.9,297.0,Poor
Ahmedabad,2018-06-07,53.59,122.41,10.18,45.53,10.18,59.53,17.93,247.0,Poor
Ahmedabad,2018-10-05,73.89,122.41,4.5,53.74,4.5,46.31,59.52,214.0,Poor
Ahmedabad,2018-11-28,68.3,122.41,8.69,73.99,8.69,50.93,72.2,228.0,Poor
Ahmedabad,2018-12-14,56.71,122.41,7.45,60.4,7.45,42.48,61.74,275.0,Poor
Ahmedabad,2019-01-07,74.62,122.41,8.16,73.22,8.16,48.21,74.83,236.0,Poor
Ahmedabad,2019-01-26,47.26,122.41,16.22,64.71,16.22,63.03,20.0,260.0,Poor
Ahmedabad,2019-02-06,50.15,122.41,9.02,67.96,9.02,57.09,47.5,254.0,Poor
Ahmedabad,2019-02-08,105.03,122.41,10.13,56.09,10.13,41.4,43.09,290.0,Poor
Ahmedabad,2019-02-23,34.1,122.41,12.42,67.07,12.42,42.34,59.67,253.0,Poor
Ahmedabad,2019-02-27,51.5,122.41,12.26,52.88,12.26,29.79,38.45,296.0,Poor
Ahmedabad,2019-03-04,48.84,122.41,9.85,42.96,9.85,26.4,51.34,276.0,Poor
Ahmedabad,2019-03-05,39.23,122.41,12.69,67.29,12.69,33.79,59.73,286.0,Poor
Ahmedabad,2019-03-10,44.12,122.41,10.66,79.99,10.66,60.68,61.08,280.0,Poor
Ahmedabad,2019-03-14,52.24,122.41,10.75,61.88,10.75,24.81,56.16,262.0,Poor
Ahmedabad,2019-04-18,93.12,122.41,8.88,72.4,8.88,36.52,74.03,274.0,Poor
Ahmedabad,2019-04-30,132.76,122.41,9.13,65.49,9.13,55.8,78.36,255.0,Poor
Ahmedabad,2019-05-09,43.83,122.41,11.8,43.77,11.8,46.28,3.13,291.0,Poor
Ahmedabad,2019-05-15,37.55,122.41,15.08,85.12,15.08,163.01,48.23,281.0,Poor
Ahmedabad,2019-05-22,27.93,103.3,11.44,76.75,11.44,86.48,54.34,270.0,Poor
Ahmedabad,2019-10-01,33.66,56.01,11.85,92.52,11.85,137.97,72.52,266.0,Poor
Ahmedabad,2019-10-20,89.05,129.36,5.69,159.1,5.69,105.73,76.58,228.0,Poor
Ahmedabad,2019-10-21,81.62,118.57,1.7,121.02,1.7,117.2,114.49,225.0,Poor
Ahmedabad,2019-10-22,84.9,128.62,3.67,108.85,3.67,113.16,133.14,258.0,Poor
Ahmedabad,2019-10-23,46.84,83.85,6.05,114.63,6.05,118.83,91.42,249.0,Poor
Ahmedabad,2019-10-24,53.59,106.77,4.79,152.09,4.79,119.97,116.38,270.0,Poor
Ahmedabad,2019-10-26,62.7,108.91,1.41,86.91,1.41,88.46,162.43,273.0,Poor
Ahmedabad,2019-10-28,75.12,158.06,7.95,68.64,7.95,106.2,55.96,212.0,Poor
Ahmedabad,2019-11-02,42.27,111.98,10.87,87.8,10.87,129.66,39.52,275.0,Poor
Ahmedabad,2019-11-10,68.07,133.46,9.16,155.92,9.16,168.45,51.38,282.0,Poor
Ahmedabad,2019-11-11,84.08,170.94,17.69,208.92,17.69,167.42,49.3,289.0,Poor
Ahmedabad,2019-11-28,38.15,89.99,7.78,140.56,7.78,166.39,40.11,236.0,Poor
Ahmedabad,2019-11-29,48.47,87.26,5.55,103.61,5.55,186.08,44.3,212.0,Poor
Ahmedabad,2019-12-01,43.06,79.08,5.26,81.68,5.26,137.18,42.68,248.0,Poor
Ahmedabad,2019-12-07,93.24,157.33,9.08,83.89,9.08,36.22,53.07,276.0,Poor
Ahmedabad,2019-12-08,92.26,135.81,12.09,76.33,12.09,31.8,53.65,293.0,Poor
Ahmedabad,2019-12-13,52.59,92.57,6.92,11.32,6.92,25.09,23.94,242.0,Poor
Ahmedabad,2019-12-17,54.42,102.4,5.67,25.45,5.67,26.19,29.22,237.0,Poor
Ahmedabad,2019-12-18,72.45,116.1,8.84,25.88,8.84,29.77,24.83,231.0,Poor
Ahmedabad,2019-12-21,64.25,121.71,10.97,34.29,10.97,73.34,12.43,206.0,Poor
Ahmedabad,2019-12-26,52.77,95.25,6.64,31.26,6.64,50.74,10.61,216.0,Poor
Ahmedabad,2019-12-28,43.95,85.68,11.4,45.51,11.4,73.27,19.15,288.0,Poor
Ahmedabad,2020-01-01,79.57,131.62,3.78,12.64,3.78,27.7,23.67,216.0,Poor
Ahmedabad,2020-01-03,69.54,128.99,7.06,15.13,7.06,35.78,23.66,220.0,Poor
Ahmedabad,2020-01-04,66.2,138.47,8.97,20.79,8.97,38.98,23.65,254.0,Poor
Ahmedabad,2020-01-05,55.99,110.41,5.41,15.34,5.41,45.83,23.61,255.0,Poor
Ahmedabad,2020-01-07,70.06,161.09,7.37,22.67,7.37,58.67,23.58,285.0,Poor
Ahmedabad,2020-01-12,83.9,152.94,8.81,20.66,8.81,58.01,23.56,212.0,Poor
Ahmedabad,2020-01-28,18.03,66.54,11.31,18.02,11.31,35.39,30.29,289.0,Poor
Ahmedabad,2020-01-29,28.77,73.99,20.76,21.98,20.76,40.13,32.37,204.0,Poor
Ahmedabad,2020-02-03,68.19,106.14,10.08,45.94,10.08,31.18,43.72,272.0,Poor
Ahmedabad,2020-02-09,69.85,124.4,6.25,40.74,6.25,27.16,57.705,215.0,Poor
Ahmedabad,2020-02-10,64.94,116.45,8.62,47.28,8.62,31.84,71.69,223.0,Poor
Ahmedabad,2020-02-23,54.06,104.74,4.22,51.33,4.22,48.07,39.74,219.0,Poor
Ahmedabad,2020-02-24,68.68,141.39,10.92,74.32,10.92,42.37,44.44,282.0,Poor
Ahmedabad,2020-03-04,49.16,125.88,7.4,31.08,7.4,51.07,45.99,246.0,Poor
Ahmedabad,2020-03-05,43.75,115.5,8.43,24.16,8.43,63.99,38.62,261.0,Poor
Ahmedabad,2020-03-12,41.19,114.05,6.04,31.18,6.04,40.38,35.89,218.0,Poor
Ahmedabad,2020-03-15,39.42,115.8,5.11,31.33,5.11,27.4,33.16,215.0,Poor
Ahmedabad,2020-03-16,36.03,90.32,3.89,34.32,3.89,28.6,53.81,222.0,Poor
Ahmedabad,2020-03-21,74.43,132.17,9.82,31.56,9.82,67.89,36.14,296.0,Poor
Ahmedabad,2020-03-23,44.61,112.32,4.98,31.4,4.98,34.25,49.45,247.0,Poor
Ahmedabad,2020-03-26,43.67,91.12,7.11,26.61,7.11,34.72,39.74,216.0,Poor
Ahmedabad,2015-07-18,48.17,74.99,0.65,8.0,0.65,18.99,7.97,93.0,Satisfactory
Ahmedabad,2015-07-19,33.56,74.99,0.72,7.89,0.72,11.28,10.18,67.0,Satisfactory
Ahmedabad,2015-07-20,31.3,74.99,0.55,8.1,0.55,10.29,7.44,60.0,Satisfactory
Ahmedabad,2015-07-22,57.11,74.99,0.55,8.28,0.55,14.58,2.6,90.0,Satisfactory
Ahmedabad,2015-07-23,34.72,74.99,0.1,9.73,0.1,13.62,4.87,78.0,Satisfactory
Ahmedabad,2015-07-25,29.79,74.99,0.14,8.64,0.14,15.11,5.34,53.0,Satisfactory
Ahmedabad,2015-07-26,59.95,74.99,0.18,8.78,0.18,11.52,2.79,91.0,Satisfactory
Ahmedabad,2015-07-27,19.2,74.99,1.52,9.45,1.52,11.23,4.61,70.0,Satisfactory
Ahmedabad,2016-07-15,36.47,74.99,0.98,37.13,0.98,19.01,9.635000000000002,72.0,Satisfactory
Ahmedabad,2016-07-16,40.9,74.99,4.09,36.77,4.09,17.01,14.66,91.0,Satisfactory
Ahmedabad,2016-07-23,30.47,74.99,1.64,38.78,1.64,15.8,19.685000000000002,99.0,Satisfactory
Ahmedabad,2017-10-23,51.72,74.99,2.35,36.795,1.045,20.445,24.71,80.0,Satisfactory
Ahmedabad,2020-04-11,30.18,74.99,3.06,34.81,0.45,25.09,39.0,89.0,Satisfactory
Ahmedabad,2020-04-13,18.77,61.54,2.81,23.01,0.39,26.86,47.88,95.0,Satisfactory
Ahmedabad,2020-04-14,31.16,72.09,3.22,25.9,0.37,21.85,43.35,89.0,Satisfactory
Ahmedabad,2020-04-15,23.69,64.81,2.28,17.18,0.43,23.5,44.04,88.0,Satisfactory
Ahmedabad,2020-04-16,38.65,81.47,3.7,26.76,0.36,22.03,54.24,95.0,Satisfactory
Ahmedabad,2020-04-17,30.8,76.25,4.22,25.97,0.36,18.03,37.28,92.0,Satisfactory
Ahmedabad,2020-04-18,30.69,107.31,3.43,22.57,0.41,36.24,39.3,96.0,Satisfactory
Ahmedabad,2020-04-19,21.27,65.12,3.66,13.93,0.36,21.0,40.56,99.0,Satisfactory
Ahmedabad,2020-04-20,29.84,77.98,3.91,15.77,0.34,25.22,38.31,86.0,Satisfactory
Ahmedabad,2020-04-21,27.81,73.99,3.41,16.32,0.39,19.16,38.23,87.0,Satisfactory
Ahmedabad,2020-04-25,28.25,70.48,4.83,13.88,0.38,16.51,41.74,98.0,Satisfactory
Ahmedabad,2020-06-05,30.72,88.9,3.76,33.6,0.63,14.73,4.08,92.0,Satisfactory
Ahmedabad,2020-06-06,33.19,65.77,3.91,39.76,0.71,14.4,40.28,95.0,Satisfactory
Ahmedabad,2020-06-07,20.67,69.5,5.19,34.11,0.82,13.05,36.32,93.0,Satisfactory
Ahmedabad,2020-06-08,22.92,70.97,4.88,28.47,0.57,11.6,30.16,97.0,Satisfactory
Ahmedabad,2020-06-09,21.17,81.73,5.23,25.68,0.86,12.69,39.69,84.0,Satisfactory
Ahmedabad,2020-06-11,20.4,66.21,5.3,26.94,0.68,18.41,37.38,92.0,Satisfactory
Ahmedabad,2020-06-13,21.72,62.28,3.93,28.15,1.18,17.51,30.53,98.0,Satisfactory
Ahmedabad,2020-06-14,24.1,87.14,3.16,27.53,0.86,20.82,35.29,96.0,Satisfactory
Ahmedabad,2020-06-15,21.21,92.72,4.03,31.93,0.85,19.3,33.59,96.0,Satisfactory
Ahmedabad,2020-06-16,31.49,94.09,6.95,24.73,0.85,11.26,38.44,80.0,Satisfactory
Ahmedabad,2020-06-17,14.79,11.5,4.88,19.65,0.81,9.4,18.2,95.0,Satisfactory
Ahmedabad,2020-06-22,19.02,98.37,4.48,16.76,0.52,13.32,45.85,75.0,Satisfactory
Ahmedabad,2020-06-23,22.2,88.99,7.13,15.67,0.51,13.0,64.75,85.0,Satisfactory
Ahmedabad,2020-06-24,30.29,115.71000000000001,13.07,25.92,0.75,11.99,43.31,91.0,Satisfactory
Ahmedabad,2020-06-25,32.56,142.43,8.29,24.83,0.65,11.73,40.54,95.0,Satisfactory
Ahmedabad,2020-06-26,36.48,150.65,8.96,30.78,0.59,10.41,44.47,93.0,Satisfactory
Ahmedabad,2020-06-27,62.12,118.67,9.18,56.35,0.49,12.44,68.05,92.0,Satisfactory
Ahmedabad,2020-06-28,31.57,123.325,6.37,23.99,0.52,11.01,26.34,82.0,Satisfactory
Ahmedabad,2020-06-29,29.75,127.98,9.06,25.15,0.67,12.1,34.99,74.0,Satisfactory
Ahmedabad,2020-06-30,40.02,121.1,7.09,58.92,0.73,16.39,41.64,98.0,Satisfactory
Ahmedabad,2015-01-31,94.52,111.73,24.39,32.66,24.39,67.39,111.33,514.0,Severe
Ahmedabad,2015-02-01,135.99,111.73,43.48,42.08,43.48,75.23,102.7,782.0,Severe
Ahmedabad,2015-02-02,178.33,111.73,54.56,35.31,54.56,55.04,107.38,914.0,Severe
Ahmedabad,2015-02-03,139.7,111.73,30.61,28.4,30.61,33.79,73.6,660.0,Severe
Ahmedabad,2015-02-13,103.36,111.73,18.18,39.56,18.18,80.43,40.11,510.0,Severe
Ahmedabad,2015-02-14,177.33,111.73,37.49,47.58,37.49,99.72,36.47,761.0,Severe
Ahmedabad,2015-02-15,113.25,111.73,15.55,30.5,15.55,69.71,33.78,475.0,Severe
Ahmedabad,2015-02-16,99.7,111.73,19.85,28.1,19.85,73.23,30.57,536.0,Severe
Ahmedabad,2015-02-17,80.61,111.73,15.96,21.04,15.96,54.7,36.2,479.0,Severe
Ahmedabad,2015-02-18,100.79,111.73,16.24,25.93,16.24,43.11,37.43,592.0,Severe
Ahmedabad,2015-02-19,107.99,111.73,11.25,30.09,11.25,84.86,31.94,427.0,Severe
Ahmedabad,2015-02-20,140.29,111.73,33.84,36.14,33.84,101.53,40.98,588.0,Severe
Ahmedabad,2015-02-21,239.96,111.73,61.95,46.25,61.95,84.87,33.55,1141.0,Severe
Ahmedabad,2015-02-22,142.96,111.73,45.45,48.21,45.45,62.96,34.77,669.0,Severe
Ahmedabad,2015-02-23,238.41,111.73,77.7,55.07,77.7,89.07,37.3,1247.0,Severe
Ahmedabad,2015-02-24,118.72,111.73,12.56,32.01,12.56,61.54,38.8,411.0,Severe
Ahmedabad,2015-03-03,91.83,111.73,12.99,28.71,12.99,39.71,38.46,408.0,Severe
Ahmedabad,2015-03-05,173.01,111.73,48.44,42.27,48.44,78.76,59.39,780.0,Severe
Ahmedabad,2015-03-19,105.06,111.73,46.24,37.05,46.24,53.62,45.65,883.0,Severe
Ahmedabad,2015-03-20,94.1,111.73,22.14,36.53,22.14,61.31,46.77,720.0,Severe
Ahmedabad,2015-03-21,111.89,111.73,22.25,43.29,22.25,66.44,50.57,570.0,Severe
Ahmedabad,2015-03-22,108.59,111.73,25.38,39.34,25.38,75.8,46.68,589.0,Severe
Ahmedabad,2015-03-23,130.76,111.73,45.61,41.03,45.61,65.77,41.58,818.0,Severe
Ahmedabad,2015-03-24,143.55,111.73,27.3,31.15,27.3,50.98,35.38,737.0,Severe
Ahmedabad,2015-03-25,165.07,111.73,23.83,34.48,23.83,64.32,43.79,585.0,Severe
Ahmedabad,2015-03-26,166.85,111.73,17.93,43.3,17.93,79.71,53.44,616.0,Severe
Ahmedabad,2015-03-27,147.38,111.73,6.4,35.82,6.4,46.89,17.94,437.0,Severe
Ahmedabad,2015-04-09,85.03,111.73,3.3,26.7,3.3,59.16,35.89,415.0,Severe
Ahmedabad,2015-04-16,141.3,111.73,30.8,36.88,30.8,41.06,37.66,678.0,Severe
Ahmedabad,2015-04-17,106.68,111.73,19.91,46.38,19.91,31.56,48.49,774.0,Severe
Ahmedabad,2015-05-03,106.15,111.73,13.12,23.02,13.12,65.95,81.6,503.0,Severe
Ahmedabad,2015-05-13,100.92,111.73,20.42,18.9,20.42,31.9,22.84,481.0,Severe
Ahmedabad,2015-05-16,129.58,111.73,21.23,28.79,21.23,17.66,34.42,577.0,Severe
Ahmedabad,2015-05-17,100.57,111.73,7.56,18.79,7.56,38.76,38.83,411.0,Severe
Ahmedabad,2015-05-22,83.69,111.73,10.89,17.18,10.89,41.12,35.61,569.0,Severe
Ahmedabad,2015-10-02,102.49,111.73,33.31,37.85,33.31,27.32,24.85,731.0,Severe
Ahmedabad,2015-10-03,127.94,111.73,11.14,28.38,11.14,25.59,15.17,466.0,Severe
Ahmedabad,2015-10-06,84.15,111.73,15.83,32.1,15.83,19.37,23.12,519.0,Severe
Ahmedabad,2015-10-08,94.02,111.73,27.14,36.97,27.14,24.88,23.51,517.0,Severe
Ahmedabad,2015-10-09,150.27,111.73,15.9,34.86,15.9,26.35,31.96,653.0,Severe
Ahmedabad,2015-10-13,137.87,111.73,20.2,32.98,20.2,21.89,17.41,536.0,Severe
Ahmedabad,2015-10-15,108.68,111.73,17.03,32.87,17.03,22.59,19.56,551.0,Severe
Ahmedabad,2015-10-17,145.75,111.73,20.61,34.71,20.61,24.66,95.94,671.0,Severe
Ahmedabad,2015-10-18,179.43,111.73,52.33,39.42,52.33,39.15,112.01,969.0,Severe
Ahmedabad,2015-10-19,170.52,111.73,15.49,35.22,15.49,34.03,53.98,471.0,Severe
Ahmedabad,2015-10-20,203.4,111.73,23.03,36.63,23.03,94.3,5.36,529.0,Severe
Ahmedabad,2015-10-24,100.17,111.73,32.27,34.16,32.27,27.73,23.95,605.0,Severe
Ahmedabad,2015-10-25,147.35,111.73,34.64,39.1,34.64,46.09,26.43,691.0,Severe
Ahmedabad,2015-10-26,206.89,111.73,145.32,55.67,145.32,20.47,38.0,971.0,Severe
Ahmedabad,2015-11-03,147.18,111.73,33.06,36.87,33.06,21.24,131.12,557.0,Severe
Ahmedabad,2015-11-05,207.13,111.73,28.41,35.31,28.41,50.33,105.878,536.0,Severe
Ahmedabad,2016-07-14,38.13,111.73,46.51,48.06,46.51,23.13,80.636,1842.0,Severe
Ahmedabad,2016-07-19,41.39,111.73,100.77,54.7,100.77,15.75,55.394000000000005,499.0,Severe
Ahmedabad,2016-07-20,31.71,111.73,1.67,22.75,1.67,15.47,30.152,557.0,Severe
Ahmedabad,2016-07-28,36.87,111.73,26.51,23.28,26.51,13.74,4.91,468.0,Severe
Ahmedabad,2016-07-29,46.19,111.73,86.72,29.66,86.72,14.31,4.77,776.0,Severe
